498766	13.1086	9.04605	22.8849	20.2039	7.62171	7.3125	18.0592	12.7664	23.9079	16.1711	
523082	13.4971	10.9191	22.0694	24.0578	7.68786	5.35838	17.5491	11.7225	18.5434	9.42197	
825317	2	0	1.05556	0	0	0	1	0	0	0	
472021	10.75	3.66667	21.7222	16.8056	4.97222	6.02778	12.1111	9.52778	22.0278	6.69444	
462185	9.39744	8.87179	18.5769	17.9359	10.4103	3.35897	18.5897	7.32051	16.0128	11.7436	
501476	19.8462	14.0513	29.6538	20.859	8.80769	6.79487	16	10.4872	23.4359	11.9615	
433753	0.846154	0.679487	0.0512821	0.512821	0	0	0.0384615	1.0641	0.846154	0.217949	
501478	12.6147	8.85	23.1176	17.3176	8.62353	5.94118	16.3647	11.1735	21.4059	8.92353	
299662	1.12821	0	0.0384615	1.55128	1.17949	0	0.397436	0.307692	0	0.935897	
1249856	2	0	1	0	0	0	0	0	0	0	
